,Word,Frequency
1821,fueled,3
1822,presents,3
1823,interview,3
1824,result,3
1825,increasingly,3
1826,toxic,3
1827,true,3
1828,bullied,3
1829,artist,3
1830,angel,3
1831,extinction,3
1832,filming,3
1833,disease,3
1834,ordered,3
1835,evacuate,3
1836,backup,3
1837,four,3
1838,fame,3
1839,august,3
1840,santas,3
1841,credible,3
1842,execution,3
1843,imagine,3
1844,ginsburg,3
1845,walks,3
1846,row,3
1847,aunt,3
1848,increasing,3
1849,hoping,3
1850,novel,3
1851,faster,3
1852,soup,3
1853,device,3
1854,fails,3
1855,somewhere,3
1856,bullshit,3
1857,repeated,3
1858,treats,3
1859,tim,3
1860,professor,3
1861,false,3
1862,mouse,3
1863,added,3
1864,sea,3
1865,cia,3
1866,kaepernick,3
1867,sweet,3
1868,joining,3
1869,incoming,3
1870,horn,3
1871,baseball,3
1872,nike,3
1873,boycott,3
1874,robots,3
1875,nikki,3
1876,haley,3
1877,rally,3
1878,confident,3
1879,destroying,3
1880,cop,3
1881,worked,3
1882,player,3
1883,bender,3
1884,simple,3
1885,nbc,3
1886,condom,3
1887,mohawked,3
1888,celebrates,3
1889,mccartney,3
1890,blind,3
1891,includes,3
1892,younger,3
1893,island,3
1894,mysterious,3
1895,grave,3
1896,basic,3
1897,aides,3
1898,saying,3
1899,passenger,3
1900,crying,3
1901,caring,3
1902,whooped,3
1903,gaming,3
1904,committed,3
1905,hazing,3
1906,raytheon,3
1907,iowa,3
1908,xbox,3
1909,blowing,3
1910,conflict,3
1911,handle,3
1912,beatles,3
1913,chessboard,3
1914,crimes,3
1915,pawn,3
1916,knocks,3
1917,whispers,3
1918,passant,3
1919,association,3
1920,bottle,3
1921,wouldnt,3
1922,gotten,3
1923,paid,3
1924,divorced,3
1925,indicator,3
1926,code,3
1927,candy,3
1928,onesie,3
1929,promotion,3
1930,unload,3
1931,benefits,3
1932,writer,3
1933,homeless,3
1934,chicago,3
1935,gamer,3
1936,ball,3
1937,settling,3
1938,machine,3
1939,magical,3
1940,aoc,3
1941,cuts,3
1942,chosen,3
1943,cash-strapped,3
1944,theresa,3
1945,michaelavenatti,3
1946,concussions,3
1947,everyday,3
1948,comparing,3
1949,ring,3
1950,mcconnell,3
1951,council,3
1952,mitch,3
1953,twitter,3
1954,revokes,3
1955,yesterday,3
1956,often,3
1957,castle,3
1958,rejects,3
1959,ocasio-cortez,3
1960,tedcruz,3
1961,cardboard,3
1962,slide,3
1963,opportunity,3
1964,guns,3
1965,lakers,3
1966,carterjwm,3
1967,decorations,3
1968,halt,3
1969,wireless,3
1970,competitive,3
1971,merely,3
1972,furious,3
1973,threats,3
1974,enjoy,3
1975,invisible,3
1976,kicked,3
1977,defend,3
1978,testimony,3
1979,leg,3
1980,canada,3
1981,astronomers,3
1982,putin,3
1983,tweeting,3
1984,decline,3
1985,share,3
1986,dressing,3
1987,protestors,3
1988,movement,3
1989,apologize,3
1990,considers,3
1991,decides,3
1992,ads,3
1993,classmates,3
1994,regret,3
1995,clears,3
1996,gates,3
1997,armed,3
1998,victim,3
1999,hide,3
2000,gathers,3
2001,finance,3
2002,isolated,3
2003,unattractive,3
2004,switched,3
2005,parent,3
2006,theater,3
2007,bedroom,3
2008,chicken,3
2009,movies,3
2010,tits,3
2011,progressive,3
2012,common,3
2013,helpful,3
2014,rocks,3
2015,minute,3
2016,showing,3
2017,empathy,3
2018,socialist,3
2019,stranded,3
2020,supporting,3
2021,self-conscious,3
2022,exciting,3
2023,sarah,3
2024,match,3
2025,salad,3
2026,witch,3
2027,push,3
2028,forcing,3
2029,roommate,3
2030,shift,3
2031,youll,3
2032,terrible,3
2033,tank,3
2034,breast,3
2035,consequences,3
2036,charged,3
2037,nursing,3
2038,visitors,3
2039,judge,3
2040,image,3
2041,wage,3
2042,speech,3
2043,passing,3
2044,antique,3
2045,bear,3
2046,weighing,3
2047,last-ditch,3
2048,boston,3
2049,drink,3
2050,awards,3
2051,freshman,3
2052,overweight,3
2053,miss,3
2054,removal,3
2055,intern,3
2056,wave,3
2057,crippling,3
2058,journey,3
2059,alarming,3
2060,nominated,3
2061,grow,3
2062,filmed,3
2063,clinic,3
2064,intact,3
2065,wake,3
2066,middle-aged,3
2067,results,3
2068,slightly,3
2069,edge,3
2070,thriller,3
2071,girlfriends,3
2072,considering,3
2073,unarmed,3
2074,staffers,3
2075,economic,3
2076,provided,3
2077,fantasy,3
2078,positive,3
2079,wealthy,3
2080,lake,3
2081,wrote,3
2082,youtube,3
2083,staring,3
2084,heavily,3
2085,botched,3
2086,poster,3
2087,assure,3
2088,stealing,3
2089,returns,3
2090,tip,3
2091,accountable,3
2092,divorce,3
2093,occurred,3
2094,desperate,3
2095,prices,3
2096,glitch,3
2097,known,3
2098,uncontrollably,3
2099,reelection,3
2100,prepared,3
2101,carl,3
2102,practicing,3
2103,neighbor,3
2104,devices,3
2105,pressure,3
2106,painted,3
2107,pony,3
2108,nature,3
2109,patient,3
2110,condoms,3
2111,vase,3
2112,estate,3
2113,assembly,3
2114,cross,3
2115,deserves,3
2116,straight-up,3
2117,jump,3
2118,drive,3
2119,effect,3
2120,keys,3
2121,leaving,3
2122,william,3
2123,lines,3
2124,exhausted,3
2125,silvers,3
2126,meat,3
2127,method,3
2128,iphones,3
2129,rate,3
2130,shower,3
2131,bold,3
2132,sell,3
2133,spider-man,3
2134,featuring,3
2135,anderson,3
2136,spirit,3
2137,realm,3
2138,teenage,3
2139,sometimes,3
2140,rowling,3
2141,yorkers,3
2142,sean,3
2143,clear,3
2144,explosion,3
2145,mansion,3
2146,publishes,3
2147,maria,3
2148,previously,3
2149,pedophiles,3
2150,depressing,3
2151,products,3
2152,dining,3
2153,attacks,3
2154,publish,3
2155,protesters,3
2156,ohio,3
2157,harry,3
2158,modern,3
2159,administration,3
2160,reflect,3
2161,dipshit,3
2162,roseanne,3
2163,posing,3
2164,barr,3
2165,solemnly,3
2166,reality,3
2167,writers,3
2168,embarrassing,3
2169,patients,3
2170,macys,3
2171,goal,3
2172,pissed,3
2173,coverage,3
2174,channel,3
2175,extinct,3
2176,debuts,3
2177,variety,3
2178,worldwide,3
2179,miracle,3
2180,mouth,3
2181,carefully,3
2182,locked,3
2183,corporate,3
2184,bird,3
2185,washington,3
2186,beyond,3
2187,plate,3
2188,aggression,3
2189,loved,3
2190,angels,3
2191,validated,3
2192,create,3
2193,robot,3
2194,shits,3
2195,term,3
2196,mascot,3
2197,click,3
2198,applications,3
2199,notre,3
2200,crawl,3
2201,experimenting,3
2202,traveling,3
2203,documentary,3
2204,conviction,3
2205,soulless,3
2206,everyones,3
2207,anger,3
2208,evolved,3
2209,three,3
2210,quick,3
2211,disparaging,3
2212,forget,3
2213,rescue,3
2214,-story,3
2215,musical,3
2216,lighting,3
2217,linked,3
2218,payments,3
2219,reminding,3
2220,al,3
2221,offers,3
2222,bans,3
2223,prime,3
2224,friday,3
2225,cream,3
2226,waitress,3
2227,activity,3
2228,bit,3
2229,page,3
2230,governor,3
2231,-second,3
2232,serious,3
2233,jam,3
2234,latin,3
2235,generous,3
2236,throne,3
2237,stories,3
2238,shōgun,3
2239,concludes,3
2240,eastern,3
2241,distant,3
2242,restoring,3
2243,safety,3
2244,robotic,3
2245,suppression,3
2246,declining,3
2247,neighbors,3
2248,letting,3
2249,choice,3
2250,balls,3
2251,points,3
2252,heavenly,3
2253,strikes,3
2254,necessary,3
2255,alaskan,3
2256,commercials,3
2257,whos,3
2258,tonight,3
2259,lincoln,3
2260,london,3
2261,watches,3
2262,means,3
2263,ficus,3
2264,foundation,3
2265,landfall,3
2266,cowboys,3
2267,pill,3
2268,priests,3
2269,returning,3
2270,gap,3
2271,older,3
2272,patch,3
2273,quickly,3
2274,frog,3
2275,checking,3
2276,revlon,3
2277,purchase,3
2278,nose,3
2279,charge,3
2280,station,3
2281,horse,3
2282,falling,3
2283,owning,3
2284,awful,3
2285,register,3
2286,depraved,2
2287,justify,2
2288,sobbing,2
2289,unclear,2
2290,spell,2
2291,target,2
2292,expecting,2
2293,europe,2
2294,decided,2
2295,brought,2
2296,hard-hitting,2
2297,dust,2
2298,survive,2
2299,burton,2
2300,ability,2
2301,discontinue,2
2302,penny,2
2303,reunited,2
2304,poorly,2
2305,cute,2
2306,suggests,2
2307,seriously,2
2308,hurl,2
2309,drop,2
2310,dimension,2
2311,meant,2
2312,buzz,2
2313,epa,2
2314,central,2
2315,applicant,2
2316,cyanide,2
2317,cheer,2
2318,mexican,2
2319,tried,2
2320,cells,2
2321,russian,2
2322,pills,2
2323,stocking,2
2324,casino,2
2325,soil,2
2326,landlord,2
2327,decks,2
2328,wilde,2
2329,snack,2
2330,desires,2
2331,airdrops,2
2332,freeloading,2
2333,trivialize,2
2334,sweatshirt,2
2335,strongest,2
2336,dames,2
2337,smells,2
2338,thankful,2
2339,tackling,2
2340,smiling,2
2341,weakens,2
2342,closing,2
2343,opens,2
2344,resorting,2
2345,proves,2
2346,rushers,2
2347,maintaining,2
2348,hispanics,2
2349,rant,2
2350,closest,2
2351,coopers,2
2352,bursts,2
2353,print,2
2354,excuse,2
2355,chained,2
2356,peaceful,2
2357,restricting,2
2358,grope,2
2359,ton,2
2360,egg,2
2361,stating,2
2362,outraged,2
2363,struggles,2
2364,stopped,2
2365,steps,2
2366,modern-day,2
2367,example,2
2368,rushes,2
2369,systems,2
2370,hairstylist,2
2371,ben,2
2372,related,2
2373,product,2
2374,yeah,2
2375,leprechauns,2
2376,radiator,2
2377,betoorourke,2
2378,section,2
2379,cloud,2
2380,rude,2
2381,caloric,2
2382,intake,2
2383,barrels,2
2384,pilot,2
2385,instructions,2
2386,dinosaurs,2
2387,drawer,2
2388,genocide,2
2389,registry,2
2390,join,2
2391,adapted,2
2392,puddle,2
2393,showrunner,2
2394,swimming,2
2395,defense,2
2396,lifeguard,2
2397,spinoff,2
2398,courage,2
2399,fallen,2
2400,patiently,2
2401,soldier,2
2402,bunnies,2
2403,nightmares,2
2404,prop,2
2405,army,2
2406,believes,2
2407,pai,2
2408,contest,2
2409,anne,2
2410,enve,2
2411,anticipation,2
2412,surf,2
2413,sky,2
2414,downed,2
2415,dispatches,2
2416,trusted,2
2417,crews,2
2418,predictions,2
2419,beijing,2
2420,threatening,2
2421,wins,2
2422,fucker,2
2423,globe,2
2424,taco,2
2425,attendees,2
2426,dehydration,2
2427,shares,2
2428,rounds,2
2429,purchased,2
2430,disappearance,2
2431,liked,2
2432,main,2
2433,-week,2
2434,kitchen,2
2435,brady,2
2436,dump,2
2437,stunned,2
2438,jones,2
2439,ticket,2
2440,hangs,2
2441,forcefield,2
2442,corn,2
2443,pageant,2
2444,swing,2
2445,ernie,2
2446,showed,2
2447,stevekingia,2
2448,hart,2
2449,mr,2
2450,inconsolable,2
2451,trade-in,2
2452,took,2
2453,defends,2
2454,sponge,2
2455,brigade,2
2456,bucket,2
2457,jeffrey,2
2458,wildfire,2
2459,souls,2
2460,grown,2
2461,tylenol,2
2462,locker,2
2463,eddie,2
2464,ca,2
2465,maze,2
2466,severed,2
2467,peters,2
2468,depiction,2
2469,buff,2
2470,posts,2
2471,demographic,2
2472,christians,2
2473,open-minded,2
2474,lodged,2
2475,moonves,2
2476,les,2
2477,level,2
2478,jonathan,2
2479,discovers,2
2480,incarcerated,2
2481,cane,2
2482,introduced,2
2483,intricate,2
2484,bored,2
2485,lands,2
2486,concepts,2
2487,blanket,2
2488,blurb,2
2489,archaeologists,2
2490,transcript,2
2491,nate,2
2492,meddling,2
2493,finest,2
2494,images,2
2495,romantic,2
2496,sake,2
2497,reckless,2
2498,exercise,2
2499,newspapers,2
2500,long-term,2
2501,colony,2
2502,simpler,2
2503,allocates,2
2504,youth,2
2505,hotness,2
2506,eraserhead,2
2507,exonerated,2
2508,businesses,2
2509,colorized,2
2510,siblings,2
2511,lynch,2
2512,topics,2
2513,brains,2
2514,nba,2
2515,yahoo,2
2516,ashamed,2
2517,network,2
2518,everywhere,2
2519,aldrin,2
2520,received,2
2521,possibly,2
2522,hidden,2
2523,handful,2
2524,carbon,2
2525,emissions,2
2526,mi,2
2527,prepares,2
2528,continued,2
2529,awkward,2
2530,saved,2
2531,summit,2
2532,shohei,2
2533,ohtani,2
2534,highest,2
2535,represent,2
2536,low,2
2537,accuses,2
2538,shovel,2
2539,grew,2
2540,asleep,2
2541,parks,2
2542,faces,2
2543,aging,2
2544,thoughts,2
2545,paltrow,2
2546,cherry,2
2547,sales,2
2548,excitedly,2
2549,opt,2
2550,unthinkable,2
2551,spatula,2
2552,gwyneth,2
2553,rapist,2
2554,assembled,2
2555,therapists,2
2556,savvy,2
2557,substantial,2
2558,portions,2
2559,item,2
2560,invented,2
2561,laughs,2
2562,traditional,2
2563,reopens,2
2564,d-i-s-r-e-s-p-e-c-t,2
2565,firearms,2
2566,opening,2
2567,increases,2
2568,villains,2
2569,suspends,2
2570,google,2
2571,crack,2
2572,smile,2
2573,compactor,2
2574,proposes,2
2575,birthdays,2
2576,dessert,2
2577,breakfast,2
2578,wwe,2
2579,longtime,2
2580,spike-filled,2
2581,vaccine,2
2582,slowly,2
2583,seekers,2
2584,asylum,2
2585,toys,2
2586,gre,2
2587,tragedy,2
2588,acts,2
2589,typical,2
2590,arent,2
2591,congressman,2
2592,pub,2
2593,gina,2
2594,arboretum,2
2595,revelers,2
2596,descend,2
2597,christcon,2
2598,pouring,2
2599,jonesing,2
2600,tha,2
2601,coffin,2
2602,deep,2
2603,hits,2
2604,grace,2
2605,developing,2
2606,remain,2
2607,haspel,2
2608,polite,2
2609,fascism,2
2610,improving,2
2611,briefs,2
2612,senators,2
2613,premiere,2
2614,nonprofit,2
2615,shockingly,2
2616,singer,2
2617,interrogation,2
2618,deer,2
2619,bank,2
2620,tribute,2
2621,killer,2
2622,descent,2
2623,eiffel,2
2624,soulmate,2
2625,troubling,2
2626,bombshell,2
2627,louis,2
2628,attic,2
2629,acquaintance,2
2630,refrigerator,2
2631,josh,2
2632,schooler,2
2633,prohibit,2
2634,wrapping,2
2635,uncomfortable,2
2636,screams,2
2637,apology,2
2638,osama,2
2639,jeb,2
2640,laden,2
2641,pledges,2
2642,gordon,2
2643,options,2
2644,cocaine-based,2
2645,pamphlets,2
2646,european,2
2647,choir,2
2648,psycho,2
2649,breakthrough,2
2650,injecting,2
2651,forest,2
2652,unfairly,2
2653,tumor,2
2654,inequality,2
2655,aged,2
2656,discovery,2
2657,tomorrow,2
2658,betting,2
2659,backtracks,2
2660,regular,2
2661,feminists,2
2662,signing,2
2663,consumers,2
2664,information,2
2665,teachers,2
2666,request,2
2667,songs,2
2668,johns,2
2669,lions,2
2670,epidemic,2
2671,welcomes,2
2672,fingers,2
2673,begging,2
2674,shaken,2
2675,preparation,2
2676,served,2
2677,ribs,2
2678,alcohol,2
2679,retailers,2
2680,expansion,2
2681,graduates,2
2682,barn,2
2683,families,2
2684,disclosed,2
2685,cinema,2
2686,murkowski,2
2687,jamal,2
2688,pacific,2
2689,ap,2
2690,raw,2
2691,focus,2
2692,wolves,2
2693,shake,2
2694,janitor,2
2695,expensive,2
2696,waits,2
2697,profits,2
2698,identities,2
2699,dreading,2
2700,wash,2
2701,english,2
2702,preferred,2
2703,fulfills,2
2704,cabinets,2
2705,cube,2
2706,sentenced,2
2707,tenure,2
2708,higher,2
2709,ceramic,2
2710,sensory,2
2711,grieving,2
2712,assured,2
2713,evacuating,2
2714,chemistry,2
2715,russell,2
2716,seahawks,2
2717,coal,2
2718,prompts,2
2719,cvs,2
2720,message,2
2721,cutscenes,2
2722,modify,2
2723,sandwiches,2
2724,antarctica,2
2725,india,2
2726,tackled,2
2727,victorias,2
2728,th-grade,2
2729,atheists,2
2730,punish,2
2731,campbells,2
2732,susan,2
2733,achieves,2
2734,crawling,2
2735,comey,2
2736,nativity,2
2737,komen,2
2738,peppered,2
2739,childhood,2
2740,decide,2
2741,critic,2
2742,diversity,2
2743,sidewalk,2
2744,plant,2
2745,threw,2
2746,alternative,2
2747,georgia,2
2748,basically,2
2749,hurricanes,2
2750,scientific,2
2751,drivers,2
2752,terrifying,2
2753,blurry,2
2754,guesses,2
2755,retention,2
2756,stress,2
2757,aims,2
2758,werent,2
2759,journal,2
2760,snowstorm,2
2761,anymore,2
2762,trains,2
2763,ravioli,2
2764,official,2
2765,fault,2
2766,oral,2
2767,layover,2
2768,suffering,2
2769,chip,2
2770,cheat,2
2771,championship,2
2772,rape,2
2773,dealer,2
2774,shantytown,2
2775,preview,2
2776,gate,2
2777,winner,2
2778,berry,2
2779,patio,2
2780,elaborate,2
2781,sweater,2
2782,pumpkin,2
2783,checks,2
2784,civilizations,2
2785,hygiene,2
2786,shredder,2
2787,kudrow,2
2788,sperm,2
2789,chose,2
2790,comfier,2
2791,weight,2
2792,peasant,2
2793,adam,2
2794,paint,2
2795,growth,2
2796,resistancehole,2
2797,revenue,2
2798,matter,2
2799,parallel,2
2800,grade,2
2801,seeking,2
2802,salary,2
2803,prompting,2
2804,stripped,2
2805,kick,2
2806,wander,2
2807,supplies,2
2808,yacht,2
2809,pitbull,2
2810,erictrump,2
2811,retired,2
2812,relying,2
2813,husbands,2
2814,flushing,2
2815,maps,2
2816,sensors,2
2817,angry,2
2818,bite,2
2819,placing,2
2820,shoddy,2
2821,jacked,2
2822,conception,2
2823,dudes,2
2824,dance,2
2825,wes,2
2826,france,2
2827,polarization,2
2828,democracys,2
2829,predicted,2
2830,gotham,2
2831,largest,2
2832,clown,2
2833,doctoring,2
2834,jogging,2
2835,chris,2
2836,alan,2
2837,crowds,2
2838,nickname,2
2839,detected,2
2840,administrative,2
2841,choose,2
2842,miller,2
2843,unpaid,2
2844,panic,2
2845,authorities,2
2846,gifts,2
2847,diagram,2
2848,franchise,2
2849,maxx,2
2850,fewer,2
2851,outlet,2
2852,medicine,2
2853,performance,2
2854,crude,2
2855,texans,2
2856,houston,2
2857,wonder,2
2858,fooling,2
2859,imaginable,2
2860,tears,2
2861,uniform,2
2862,predominantly,2
2863,fly,2
2864,zoologists,2
2865,abrams,2
2866,mug,2
2867,drop-off,2
2868,convenience,2
2869,packing,2
2870,damon,2
2871,bowling,2
2872,subject,2
2873,measure,2
2874,lab,2
2875,sistine,2
2876,chapel,2
2877,life-saving,2
2878,oppressed,2
2879,mentality,2
2880,votes,2
2881,mob,2
2882,proposed,2
2883,relegated,2
2884,foods,2
2885,fish,2
2886,audubon,2
2887,designing,2
2888,toothpaste,2
2889,thom,2
2890,yorke,2
2891,pr,2
2892,part-time,2
2893,recruiter,2
2894,ta,2
2895,runners,2
2896,output,2
2897,constant,2
2898,one-upped,2
2899,coldplay,2
2900,holdout,2
2901,blacksmith,2
2902,leveon,2
2903,compete,2
2904,dissolve,2
2905,gop-controlled,2
2906,deciding,2
2907,turtle,2
2908,celebrating,2
2909,diners,2
2910,theyve,2
2911,stays,2
2912,error,2
2913,buried,2
2914,phase,2
2915,deserve,2
2916,adidas,2
2917,darren,2
2918,terrorists,2
2919,nerd,2
2920,soccer,2
2921,rightful,2
2922,planned,2
2923,li,2
2924,proudly,2
2925,ceremony,2
2926,tortured,2
2927,teaser,2
2928,angela,2
2929,merkel,2
2930,conference,2
2931,crazed,2
2932,chilis,2
2933,carlson,2
2934,tucker,2
2935,sun,2
2936,kinky,2
2937,pleasure,2
2938,programs,2
2939,chests,2
2940,armor,2
2941,blaseys,2
2942,restaurants,2
2943,hammer,2
2944,gang,2
2945,blown,2
2946,fashion,2
2947,vaping,2
2948,wasted,2
2949,construct,2
2950,precise,2
2951,rewards,2
2952,patron,2
2953,chairman,2
2954,statisticians,2
2955,michigan,2
2956,analytics,2
2957,koch,2
2958,numerous,2
2959,argentina,2
2960,frankly,2
2961,creeped,2
2962,uncle,2
2963,trauma,2
2964,reliving,2
2965,buckingham,2
2966,urged,2
2967,sees,2
2968,discourage,2
2969,created,2
2970,league,2
2971,childless,2
2972,palace,2
2973,tomato,2
2974,measuring,2
2975,suck,2
2976,fundraising,2
2977,pays,2
2978,mailbox,2
2979,vulnerable,2
2980,unhinged,2
2981,lunatic,2
2982,spread,2
2983,representatives,2
2984,obesity,2
2985,flags,2
2986,loud,2
2987,vanish,2
2988,hayride,2
2989,rosemary,2
2990,blows,2
2991,mailing,2
2992,historic,2
2993,reunite,2
2994,lousy,2
2995,ignore,2
2996,prepare,2
2997,waving,2
2998,juicy,2
2999,alex,2
3000,chocolate,2
3001,slovenian,2
3002,wild,2
3003,explains,2
3004,narrowly,2
3005,witnessed,2
3006,alert,2
3007,incompetent,2
3008,circumstances,2
3009,yemen,2
3010,rejected,2
3011,tragic,2
3012,childrens,2
3013,creator,2
3014,passengers,2
3015,citizen,2
3016,senior,2
3017,ironclad,2
3018,philadelphia,2
3019,senschumer,2
3020,burger,2
3021,disclose,2
3022,feinstein,2
3023,bros,2
3024,language,2
3025,harmful,2
3026,insist,2
3027,selection,2
3028,attendant,2
3029,expectations,2
3030,beat,2
3031,sports,2
3032,grows,2
3033,based,2
3034,pole,2
3035,exorcise,2
3036,successful,2
3037,uprising,2
3038,ending,2
3039,friendship,2
3040,forgive,2
3041,grasp,2
3042,bore,2
3043,bloodiest,2
3044,temporarily,2
3045,combination,2
3046,never-before-seen,2
3047,workforce,2
3048,conservationists,2
3049,impassable,2
3050,hold,2
3051,honors,2
3052,pets,2
3053,joined,2
3054,forbidden,2
3055,limb,2
3056,impotently,2
3057,vehemently,2
3058,frogs,2
3059,guard,2
3060,scratches,2
3061,marriage,2
3062,waist-high,2
3063,opioid,2
3064,ran,2
3065,harrowing,2
3066,wow,2
3067,ii,2
3068,euthanize,2
3069,frightened,2
3070,piece-of-shit,2
3071,sponsor,2
3072,picked,2
3073,squi,2
3074,rockets,2
3075,evening,2
3076,declaring,2
3077,driveway,2
3078,guards,2
3079,testify,2
3080,parenting,2
3081,feed,2
3082,highs,2
3083,reabsorb,2
3084,safely,2
3085,diving,2
3086,ex-trump,2
3087,compact,2
3088,jerking,2
3089,demo,2
3090,picks,2
3091,embedded,2
3092,spot,2
3093,noticeably,2
3094,plunging,2
3095,landing,2
3096,billowing,2
3097,bearded,2
3098,iphone,2
3099,joe,2
3100,open-fire,2
3101,migrants,2
3102,mentor,2
3103,magic,2
3104,masturbated,2
3105,reduces,2
3106,surgeon,2
3107,harassment,2
3108,road,2
3109,bra,2
3110,noam,2
3111,chomsky,2
3112,jumps,2
3113,massage,2
3114,storm,2
3115,vs,2
3116,predator,2
3117,nielsen,2
3118,deliver,2
3119,suspicious,2
3120,cause,2
3121,receive,2
3122,closer,2
3123,respects,2
3124,earlier,2
3125,naming,2
3126,unbearable,2
3127,lack,2
3128,teaching,2
3129,note,2
3130,weak,2
3131,migrant,2
3132,kirstjen,2
3133,throws,2
3134,arts,2
3135,hacks,2
3136,excuses,2
3137,infrastructure,2
3138,chews,2
3139,attorney,2
3140,chooses,2
3141,faggot,2
3142,stare,2
3143,monsters,2
3144,scared,2
3145,lifetime,2
3146,acquires,2
3147,professional,2
3148,delays,2
3149,cold,2
3150,males,2
3151,pair,2
3152,incident,2
3153,touchdowns,2
3154,melanias,2
3155,nightmarish,2
3156,propped-up,2
3157,basket,2
3158,manufacturers,2
3159,travel,2
3160,extracting,2
3161,waking,2
3162,literary,2
3163,meaningful,2
3164,stance,2
3165,hawkings,2
3166,project,2
3167,tray,2
3168,creating,2
3169,comfort,2
3170,sinks,2
3171,memory,2
3172,hurling,2
3173,cost-cutting,2
3174,evaluating,2
3175,wrap,2
3176,https,2
3177,fact-checkers,2
3178,skills,2
3179,jews,2
3180,theyd,2
3181,designer,2
3182,wind,2
3183,generation,2
3184,blair,2
3185,factory,2
3186,unpopular,2
3187,committing,2
3188,veterans,2
3189,deadline,2
3190,turning,2
3191,horseface,2
3192,aviator-wearing,2
3193,foot,2
3194,silent,2
3195,terror,2
3196,underfunded,2
3197,horrifying,2
3198,functioning,2
3199,desire,2
3200,cash,2
3201,recipes,2
3202,involve,2
3203,oreos,2
3204,expert,2
3205,idles,2
3206,string,2
3207,expected,2
3208,details,2
3209,doll,2
3210,perjury,2
3211,evasion,2
3212,porch,2
3213,th-graders,2
3214,educated,2
3215,opened,2
3216,paying,2
3217,towels,2
3218,cab,2
3219,suspected,2
3220,hires,2
3221,bomb-makers,2
3222,ovechkin,2
3223,legend,2
3224,defined,2
3225,gymnasium,2
3226,denied,2
3227,considered,2
3228,flu,2
3229,christianity,2
3230,swallow,2
3231,connection,2
3232,garbage,2
3233,googles,2
3234,dare,2
3235,politics,2
3236,statements,2
3237,idris,2
3238,label,2
3239,attached,2
3240,profile,2
3241,period,2
3242,picture,2
3243,echo,2
3244,hardware,2
3245,primitive,2
3246,targeted,2
3247,-inch,2
3248,helping,2
3249,luggage,2
3250,tattoo,2
3251,hug,2
3252,wing,2
3253,podiatrists,2
3254,rotated,2
3255,simply,2
3256,generations,2
3257,becomes,2
3258,matthews,2
3259,sticking,2
3260,imagines,2
3261,signs,2
3262,loans,2
3263,witten,2
3264,consuming,2
3265,debt,2
3266,popeyes,2
3267,wit,2
3268,realized,2
3269,burden,2
3270,decision,2
3271,partisan,2
3272,marketing,2
3273,accepts,2
3274,dow,2
3275,canceled,2
3276,announcing,2
3277,coin,2
3278,alive,2
3279,airwaves,2
3280,elba,2
3281,gif,2
3282,graham,2
3283,scarf,2
3284,heckle,2
3285,refers,2
3286,pretentious,2
3287,granted,2
3288,nurses,2
3289,backwards,2
3290,hallow,2
3291,flooding,2
3292,grieve,2
3293,driven,2
3294,action,2
3295,tackle,2
3296,dates,2
3297,kirby,2
3298,clip,2
3299,throwing,2
3300,poverty,2
3301,patrol,2
3302,add,2
3303,commute,2
3304,laugh,2
3305,snake,2
3306,flattered,2
3307,clouds,2
3308,tennessee,2
3309,shouts,2
3310,investment,2
3311,mascots,2
3312,bought,2
3313,lord,2
3314,casual,2
3315,reporter,2
3316,entertainment,2
3317,audience,2
3318,rotates,2
3319,lindsey,2
3320,comfy,2
3321,misguided,2
3322,roster,2
3323,sound,2
3324,forklift,2
3325,billionth,2
3326,petting,2
3327,whats,2
3328,humiliation,2
3329,doors,2
3330,arctic,2
3331,feign,2
3332,concern,2
3333,accident,2
3334,th-round,2
3335,gowns,2
3336,convergence,2
3337,hole,2
3338,blasted,2
3339,ambassador,2
3340,stone,2
3341,willing,2
3342,raising,2
3343,misuse,2
3344,sisters,2
3345,closet,2
3346,ethics,2
3347,garden,2
3348,weeps,2
3349,bernstein,2
3350,pin,2
3351,arizona,2
3352,glacier,2
3353,frozen,2
3354,gore,2
3355,cobbled,2
3356,trailer,2
3357,hi,2
3358,renaissance,2
3359,firefighter,2
3360,preserved,2
3361,missionary,2
3362,visiting,2
3363,proving,2
3364,traded,2
3365,lauer,2
3366,advisors,2
3367,shave,2
3368,stretching,2
3369,passionate,2
3370,quilting,2
3371,goodbye,2
3372,shocking,2
3373,biblical,2
3374,masculinity,2
3375,presuming,2
3376,populace,2
3377,schedule,2
3378,sounds,2
3379,jaketapper,2
3380,valley,2
3381,avoided,2
3382,income,2
3383,pro,2
3384,literally,2
3385,eternal,2
3386,aids,2
3387,contributions,2
3388,athletes,2
3389,cola,2
3390,individual,2
3391,construction,2
3392,written,2
3393,quadrillion,2
3394,biden,2
3395,tracks,2
3396,yemeni,2
3397,abilities,2
3398,rewarding,2
3399,wiped,2
3400,powers,2
3401,cindy,2
3402,-pack,2
3403,lie,2
3404,personalized,2
3405,loses,2
3406,resources,2
3407,suffer,2
3408,recover,2
3409,figured,2
3410,cherub,2
3411,cure,2
3412,jack-o-lantern,2
3413,arab,2
3414,warning,2
3415,perspective,2
3416,wouldve,2
3417,mikey,2
3418,mutters,2
3419,experiencing,2
3420,disrespectful,2
3421,pleading,2
3422,fortnite,2
3423,pregnancy,2
3424,response,2
3425,dismissed,2
